135,121,119,117,127,117,115,119,121,119,117,127,117,115,119
136,60,61,60,61,45,44,59,60,61,60,61,45,44,59
137,70,70,73,76,57,50,68,70,70,73,76,57,50,68
138,203,193,200,211,160,144,190,203,193,200,211,160,144,190
139,49,45,50,65,93,86,48,49,45,50,65,93,86,48
140,267,284,285,290,187,177,286,267,284,285,290,187,177,286
141,43,44,48,49,62,67,48,43,44,48,49,62,67,48
142,362,362,362,362,362,362,362,362,362,362,362,362,362,362
143,58,63,61,60,61,59,55,58,63,61,60,61,59,55
144,103,98,97,103,107,108,101,103,98,97,103,107,108,101
145,61,62,59,67,73,69,59,61,62,59,67,73,69,59
146,409,403,417,458,609,563,422,409,403,417,458,609,563,422
147,101,111,116,112,96,82,107,101,111,116,112,96,82,107
148,66,66,66,66,66,66,66,66,66,66,66,66,66,66
149,123,118,118,130,138,132,124,123,118,118,130,138,132,124
150,70,70,70,70,70,70,70,70,70,70,70,70,70,70
151,85,88,93,100,61,61,85,85,88,93,100,61,61,85
152,40,48,50,59,56,51,48,40,48,50,59,56,51,48
153,60,60,65,77,93,85,61,60,60,65,77,93,85,61
154,61,55,54,49,50,47,62,61,55,54,49,50,47,62
155,123,133,122,157,133,113,124,123,133,122,157,133,113,124
156,140,140,140,140,140,140,140,140,140,140,140,140,140,140
157,60,64,66,73,87,81,57,60,64,66,73,87,81,57
158,52,54,51,53,54,52,54,52,54,51,53,54,52,54
159,56,54,57,63,74,74,55,56,54,57,63,74,74,55
160,288,276,282,272,93,91,270,288,276,282,272,93,91,270
161,64,61,60,63,58,63,56,64,61,60,63,58,63,56
162,74,56,55,66,56,46,53,74,56,55,66,56,46,53
163,48,48,46,52,65,65,50,48,48,46,52,65,65,50
164,89,88,100,94,60,56,82,89,88,100,94,60,56,82
165,83,83,83,83,83,83,83,83,83,83,83,83,83,83
166,34,35,38,48,103,87,34,34,35,38,48,103,87,34
167,154,159,150,140,119,124,150,154,159,150,140,119,124,150
168,80,81,79,81,79,75,81,80,81,79,81,79,75,81
169,44,42,47,60,98,86,45,44,42,47,60,98,86,45
170,40,41,44,49,73,71,41,40,41,44,49,73,71,41
171,174,185,179,208,152,124,174,174,185,179,208,152,124,174
172,115,119,125,145,227,213,121,115,119,125,145,227,213,121
173,135,139,145,142,163,168,143,135,139,145,142,163,168,143
174,159,153,150,158,145,148,166,159,153,150,158,145,148,166
175,60,58,73,82,118,107,62,60,58,73,82,118,107,62
176,69,66,69,88,101,93,72,69,66,69,88,101,93,72
177,76,75,77,85,112,107,64,76,75,77,85,112,107,64
178,79,79,79,79,79,79,79,79,79,79,79,79,79,79
179,57,63,57,62,67,70,59,57,63,57,62,67,70,59
180,215,216,220,202,226,239,218,215,216,220,202,226,239,218
181,68,69,72,77,93,91,64,68,69,72,77,93,91,64
182,37,47,43,51,54,47,40,37,47,43,51,54,47,40
183,197,199,190,195,111,101,184,197,199,190,195,111,101,184
184,45,47,48,54,60,58,44,45,47,48,54,60,58,44
185,65,67,66,64,66,68,68,65,67,66,64,66,68,68
186,129,130,130,142,171,175,123,129,130,130,142,171,175,123
187,72,75,72,104,87,59,70,72,75,72,104,87,59,70
188,83,87,84,89,91,93,85,83,87,84,89,91,93,85
189,362,369,378,414,542,553,374,362,369,378,414,542,553,374
190,44,50,52,65,54,45,42,44,50,52,65,54,45,42
191,59,58,61,62,36,35,54,59,58,61,62,36,35,54
192,44,46,46,53,74,75,40,44,46,46,53,74,75,40
193,98,99,98,113,121,126,90,98,99,98,113,121,126,90
194,43,44,39,44,27,20,40,43,44,39,44,27,20,40
195,46,50,51,54,75,73,47,46,50,51,54,75,73,47
196,45,45,50,78,148,118,52,45,45,50,78,148,118,52
197,42,39,44,55,72,62,42,42,39,44,55,72,62,42
198,99,100,100,100,89,96,99,99,100,100,100,89,96,99
199,114,115,117,117,117,126,109,114,115,117,117,117,126,109
200,138,137,140,167,260,221,139,138,137,140,167,260,221,139
201,49,49,49,49,49,49,49,49,49,49,49,49,49,49
202,116,112,109,86,66,80,115,116,112,109,86,66,80,115
203,271,279,312,370,519,533,319,271,279,312,370,519,533,319
204,64,59,55,86,70,39,54,64,59,55,86,70,39,54
205,88,88,96,101,95,89,87,88,88,96,101,95,89,87
206,48,46,49,50,57,55,47,48,46,49,50,57,55,47
207,47,45,54,62,85,87,43,47,45,54,62,85,87,43
208,54,54,52,54,56,54,54,54,54,52,54,56,54,54
209,55,56,58,66,87,84,58,55,56,58,66,87,84,58
210,90,93,95,123,130,135,100,90,93,95,123,130,135,100
211,82,85,90,101,129,124,82,82,85,90,101,129,124,82
212,53,53,59,56,70,69,48,53,53,59,56,70,69,48
213,79,67,74,67,59,58,85,79,67,74,67,59,58,85
214,40,42,45,51,67,64,41,40,42,45,51,67,64,41
215,90,90,92,117,178,165,84,90,90,92,117,178,165,84
216,46,44,45,46,44,46,46,46,44,45,46,44,46,46
217,261,273,261,315,328,317,246,261,273,261,315,328,317,246
218,44,44,44,44,44,44,44,44,44,44,44,44,44,44
219,55,56,53,57,57,56,56,55,56,53,57,57,56,56
220,86,88,84,90,59,51,78,86,88,84,90,59,51,78
221,92,92,86,113,104,103,84,92,92,86,113,104,103,84
222,30,30,30,30,30,30,30,30,30,30,30,30,30,30
223,69,68,73,81,92,84,69,69,68,73,81,92,84,69
224,71,83,79,77,18,18,83,71,83,79,77,18,18,83
225,83,82,84,80,81,75,84,83,82,84,80,81,75,84
226,134,138,137,141,123,124,134,134,138,137,141,123,124,134
227,43,43,46,57,77,68,44,43,43,46,57,77,68,44
228,43,44,45,46,55,59,48,43,44,45,46,55,59,48
229,69,78,71,93,96,63,75,69,78,71,93,96,63,75
230,50,50,50,50,50,50,50,50,50,50,50,50,50,50
231,60,59,60,65,70,74,63,60,59,60,65,70,74,63
232,64,65,62,67,62,57,65,64,65,62,67,62,57,65
233,200,201,216,254,358,356,202,200,201,216,254,358,356,202
234,140,140,140,138,140,140,140,140,140,140,138,140,140,140
235,83,83,83,101,114,105,80,83,83,83,101,114,105,80
236,41,44,44,43,58,55,40,41,44,44,43,58,55,40
237,49,50,52,53,59,53,49,49,50,52,53,59,53,49
238,66,67,67,74,66,60,62,66,67,67,74,66,60,62
239,66,66,66,78,87,83,65,66,66,66,78,87,83,65
240,209,226,221,273,211,163,207,209,226,221,273,211,163,207
241,64,61,64,59,66,69,67,64,61,64,59,66,69,67
242,58,61,59,62,52,49,66,58,61,59,62,52,49,66
243,217,225,231,259,344,314,223,217,225,231,259,344,314,223
244,103,109,105,92,74,85,106,103,109,105,92,74,85,106
245,113,117,116,141,118,111,110,113,117,116,141,118,111,110
246,47,31,31,37,99,66,35,47,31,31,37,99,66,35
247,50,50,50,50,50,50,50,50,50,50,50,50,50,50
248,51,50,51,51,51,51,51,51,50,51,51,51,51,51
249,110,118,107,107,61,55,117,110,118,107,107,61,55,117
250,41,41,54,52,67,66,40,41,41,54,52,67,66,40
251,59,53,54,54,32,29,55,59,53,54,54,32,29,55
252,88,99,93,142,157,101,78,88,99,93,142,157,101,78
253,57,57,63,61,70,65,48,57,57,63,61,70,65,48
254,62,65,59,71,35,43,60,62,65,59,71,35,43,60
255,57,58,55,60,56,54,58,57,58,55,60,56,54,58
256,157,149,149,175,214,211,160,157,149,149,175,214,211,160
257,73,74,74,75,74,75,74,73,74,74,75,74,75,74
258,65,69,75,88,91,89,60,65,69,75,88,91,89,60
259,69,69,72,77,70,71,72,69,69,72,77,70,71,72
260,64,66,64,73,74,71,62,64,66,64,73,74,71,62
261,86,85,88,101,130,123,82,86,85,88,101,130,123,82
262,64,64,66,71,73,71,64,64,64,66,71,73,71,64
263,94,104,104,104,111,109,102,94,104,104,104,111,109,102
264,75,76,78,83,88,93,82,75,76,78,83,88,93,82
265,82,79,80,88,89,85,81,82,79,80,88,89,85,81
266,45,47,43,49,54,52,39,45,47,43,49,54,52,39
267,64,64,65,63,62,60,63,64,64,65,63,62,60,63
268,82,84,89,81,61,59,81,82,84,89,81,61,59,81
269,80,82,82,75,81,81,81,80,82,82,75,81,81,81
270,93,91,95,98,102,95,91,93,91,95,98,102,95,91
271,52,47,53,48,47,48,48,52,47,53,48,47,48,48
272,314,306,295,285,245,250,295,314,306,295,285,245,250,295
273,96,95,101,117,137,130,89,96,95,101,117,137,130,89
274,52,57,51,54,51,43,59,52,57,51,54,51,43,59
275,226,226,226,226,226,226,226,226,226,226,226,226,226,226
276,82,91,93,102,130,129,97,82,91,93,102,130,129,97
277,41,44,45,55,92,84,36,41,44,45,55,92,84,36
278,179,198,204,278,312,242,197,179,198,204,278,312,242,197
279,289,294,316,351,418,380,297,289,294,316,351,418,380,297
280,46,47,47,53,65,64,47,46,47,47,53,65,64,47
281,134,139,141,158,179,172,132,134,139,141,158,179,172,132
282,182,190,190,193,104,102,193,182,190,190,193,104,102,193
283,57,58,58,69,89,84,53,57,58,58,69,89,84,53
284,32,28,31,38,54,41,32,32,28,31,38,54,41,32
285,191,217,200,269,189,179,203,191,217,200,269,189,179,203
286,290,259,270,247,163,156,283,290,259,270,247,163,156,283
287,163,171,162,185,204,208,155,163,171,162,185,204,208,155
288,49,50,52,51,74,69,45,49,50,52,51,74,69,45
289,48,53,49,60,63,63,48,48,53,49,60,63,63,48
290,48,51,49,53,51,46,49,48,51,49,53,51,46,49
291,82,83,82,83,34,38,86,82,83,82,83,34,38,86
292,85,88,89,90,70,60,98,85,88,89,90,70,60,98
293,178,205,196,192,192,197,201,178,205,196,192,192,197,201
294,123,125,118,129,99,89,120,123,125,118,129,99,89,120
295,61,59,57,66,69,59,53,61,59,57,66,69,59,53
296,347,353,365,396,541,522,341,347,353,365,396,541,522,341
297,151,151,151,151,151,151,151,151,151,151,151,151,151,151
298,231,245,249,292,390,395,259,231,245,249,292,390,395,259
299,187,181,184,222,249,243,175,187,181,184,222,249,243,175
300,56,56,56,56,56,56,56,56,56,56,56,56,56,56
301,59,65,66,68,67,66,61,59,65,66,68,67,66,61
302,71,71,66,55,53,60,75,71,71,66,55,53,60,75
303,43,44,43,54,75,70,40,43,44,43,54,75,70,40
304,187,191,187,217,199,190,181,187,191,187,217,199,190,181
305,72,71,82,105,125,80,75,72,71,82,105,125,80,75
306,289,289,289,289,289,289,289,289,289,289,289,289,289,289
307,80,81,81,87,99,95,76,80,81,81,87,99,95,76
308,45,45,45,45,45,45,45,45,45,45,45,45,45,45
309,108,114,107,102,94,81,111,108,114,107,102,94,81,111
310,168,171,171,171,171,171,171,168,171,171,171,171,171,171
311,112,112,109,121,25,20,111,112,112,109,121,25,20,111
312,93,99,98,95,96,95,98,93,99,98,95,96,95,98
313,289,289,285,285,285,242,285,289,289,285,285,285,242,285
314,56,57,60,65,69,57,53,56,57,60,65,69,57,53
315,113,109,106,125,124,116,102,113,109,106,125,124,116,102
316,97,101,96,91,60,70,102,97,101,96,91,60,70,102
317,61,49,58,65,102,105,48,61,49,58,65,102,105,48
318,93,101,104,121,142,124,92,93,101,104,121,142,124,92
319,96,91,95,90,99,96,94,96,91,95,90,99,96,94
320,191,204,207,254,303,286,186,191,204,207,254,303,286,186
321,110,110,110,110,110,110,110,110,110,110,110,110,110,110
322,46,53,51,52,52,41,51,46,53,51,52,52,41,51
323,141,145,145,162,153,137,143,141,145,145,162,153,137,143
324,89,88,92,100,69,63,93,89,88,92,100,69,63,93
325,65,59,62,89,83,59,58,65,59,62,89,83,59,58
326,58,55,57,60,68,62,58,58,55,57,60,68,62,58
327,51,55,56,63,57,52,52,51,55,56,63,57,52,52
328,98,101,100,107,103,105,99,98,101,100,107,103,105,99
329,67,70,68,72,71,71,69,67,70,68,72,71,71,69
330,50,53,46,57,78,63,47,50,53,46,57,78,63,47
331,192,196,186,170,125,107,210,192,196,186,170,125,107,210
332,79,81,82,93,122,111,78,79,81,82,93,122,111,78
333,66,68,69,68,72,84,70,66,68,69,68,72,84,70
334,83,79,77,79,79,72,79,83,79,77,79,79,72,79
335,158,165,151,152,78,51,168,158,165,151,152,78,51,168
336,232,232,232,232,232,232,232,232,232,232,232,232,232,232
337,75,76,77,86,94,87,71,75,76,77,86,94,87,71
338,335,351,384,435,770,755,355,335,351,384,435,770,755,355
339,78,79,83,83,103,100,76,78,79,83,83,103,100,76
340,61,61,60,66,70,63,61,61,61,60,66,70,63,61
341,137,137,142,178,253,254,134,137,137,142,178,253,254,134
342,60,63,60,59,58,56,61,60,63,60,59,58,56,61
343,78,77,77,105,101,57,73,78,77,77,105,101,57,73
344,104,96,103,160,160,99,99,104,96,103,160,160,99,99
345,87,97,96,107,113,100,86,87,97,96,107,113,100,86
346,166,169,172,167,149,142,171,166,169,172,167,149,142,171
347,49,46,52,62,52,35,47,49,46,52,62,52,35,47
348,219,215,220,251,344,347,226,219,215,220,251,344,347,226
349,91,91,91,92,91,88,91,91,91,91,92,91,88,91
350,173,183,184,191,107,94,187,173,183,184,191,107,94,187
351,60,60,59,60,48,36,60,60,60,59,60,48,36,60
352,181,194,194,181,181,166,181,181,194,194,181,181,166,181
353,57,57,57,57,57,57,56,57,57,57,57,57,57,56
354,72,70,72,72,72,74,72,72,70,72,72,72,74,72
355,65,66,56,59,47,36,61,65,66,56,59,47,36,61
356,104,102,102,110,104,93,97,104,102,102,110,104,93,97
357,52,52,52,52,52,52,52,52,52,52,52,52,52,52
358,101,103,97,100,73,68,88,101,103,97,100,73,68,88
359,135,132,136,149,147,138,119,135,132,136,149,147,138,119
360,103,101,110,129,182,179,101,103,101,110,129,182,179,101
361,100,102,85,100,63,59,106,100,102,85,100,63,59,106
362,116,118,115,121,112,103,115,116,118,115,121,112,103,115
363,51,50,50,51,51,50,51,51,50,50,51,51,50,51
364,74,77,80,82,101,100,77,74,77,80,82,101,100,77
365,45,45,45,51,64,66,41,45,45,45,51,64,66,41
366,69,73,67,81,40,22,68,69,73,67,81,40,22,68
367,76,76,76,76,76,76,76,76,76,76,76,76,76,76
368,73,73,67,58,66,56,81,73,73,67,58,66,56,81
369,113,117,114,149,137,115,117,113,117,114,149,137,115,117
370,175,170,178,219,301,283,177,175,170,178,219,301,283,177
371,206,206,204,207,206,206,204,206,206,204,207,206,206,204
372,55,55,55,55,57,55,54,55,55,55,55,57,55,54
373,47,47,44,69,67,47,47,47,47,44,69,67,47,47
374,45,46,47,49,54,53,48,45,46,47,49,54,53,48
375,41,45,47,57,57,53,46,41,45,47,57,57,53,46
376,36,40,37,39,49,45,32,36,40,37,39,49,45,32
377,58,58,61,63,50,49,59,58,58,61,63,50,49,59
378,154,154,154,160,149,148,149,154,154,154,160,149,148,149
379,39,38,39,47,76,74,37,39,38,39,47,76,74,37
380,188,199,200,227,262,252,181,188,199,200,227,262,252,181
381,37,37,38,39,42,40,37,37,37,38,39,42,40,37
382,51,54,54,57,64,65,54,51,54,54,57,64,65,54
383,84,80,82,72,69,72,83,84,80,82,72,69,72,83
384,64,61,61,62,28,29,59,64,61,61,62,28,29,59
385,42,41,45,51,54,52,43,42,41,45,51,54,52,43
386,118,116,116,141,151,128,108,118,116,116,141,151,128,108
387,54,55,56,66,73,69,53,54,55,56,66,73,69,53
388,59,61,61,84,120,104,58,59,61,61,84,120,104,58
389,53,51,51,47,52,55,49,53,51,51,47,52,55,49
390,42,43,46,61,92,83,37,42,43,46,61,92,83,37
391,146,169,178,271,193,195,147,146,169,178,271,193,195,147
392,249,266,262,264,165,149,277,249,266,262,264,165,149,277
393,316,320,331,339,403,415,334,316,320,331,339,403,415,334
394,117,128,127,133,122,113,107,117,128,127,133,122,113,107
395,153,155,152,170,151,114,143,153,155,152,170,151,114,143
396,69,70,71,74,59,63,72,69,70,71,74,59,63,72
397,77,78,76,79,107,126,78,77,78,76,79,107,126,78
398,61,68,62,96,79,53,62,61,68,62,96,79,53,62
399,105,104,108,129,217,193,102,105,104,108,129,217,193,102
400,51,51,51,51,51,51,51,51,51,51,51,51,51,51
401,51,49,46,52,44,48,49,51,49,46,52,44,48,49
402,184,189,178,199,154,159,194,184,189,178,199,154,159,194
403,61,58,65,68,80,69,57,61,58,65,68,80,69,57
404,102,106,111,131,198,186,97,102,106,111,131,198,186,97
405,103,107,103,102,65,49,101,103,107,103,102,65,49,101
406,135,136,133,133,133,130,133,135,136,133,133,133,130,133
407,143,140,143,142,150,147,141,143,140,143,142,150,147,141
408,182,185,182,207,285,277,181,182,185,182,207,285,277,181
409,61,64,67,68,63,67,67,61,64,67,68,63,67,67
410,47,50,45,72,64,63,45,47,50,45,72,64,63,45
411,24,22,23,24,27,24,24,24,22,23,24,27,24,24
412,78,80,78,80,45,39,81,78,80,78,80,45,39,81
413,125,129,126,124,96,96,122,125,129,126,124,96,96,122
414,397,411,398,441,543,532,412,397,411,398,441,543,532,412
415,50,50,50,50,50,50,50,50,50,50,50,50,50,50
416,48,50,57,60,87,73,46,48,50,57,60,87,73,46
417,31,35,28,37,40,37,25,31,35,28,37,40,37,25
418,117,119,116,130,143,134,110,117,119,116,130,143,134,110
419,21,24,24,57,71,27,25,21,24,24,57,71,27,25
420,61,63,68,65,55,53,69,61,63,68,65,55,53,69
421,40,41,45,55,70,65,38,40,41,45,55,70,65,38
422,76,74,79,78,76,79,80,76,74,79,78,76,79,80
423,54,50,59,62,106,97,46,54,50,59,62,106,97,46
424,41,40,43,51,63,58,45,41,40,43,51,63,58,45
425,54,50,56,63,81,73,51,54,50,56,63,81,73,51
426,166,166,166,166,166,166,166,166,166,166,166,166,166,166
427,94,90,91,96,90,76,90,94,90,91,96,90,76,90
428,77,70,76,80,80,75,78,77,70,76,80,80,75,78
429,37,39,39,44,53,48,38,37,39,39,44,53,48,38
430,75,75,75,75,75,75,75,75,75,75,75,75,75,75
431,72,69,68,95,78,66,68,72,69,68,95,78,66,68
432,50,51,53,56,72,76,52,50,51,53,56,72,76,52
433,63,66,63,63,50,53,72,63,66,63,63,50,53,72
434,46,46,46,46,46,47,46,46,46,46,46,46,47,46
435,277,299,317,353,562,516,274,277,299,317,353,562,516,274
436,317,353,343,427,416,355,336,317,353,343,427,416,355,336
437,54,55,51,56,54,45,57,54,55,51,56,54,45,57
438,67,67,67,67,67,67,67,67,67,67,67,67,67,67
439,93,93,93,94,93,91,93,93,93,93,94,93,91,93
440,70,70,70,70,70,70,70,70,70,70,70,70,70,70
441,163,162,163,208,275,280,172,163,162,163,208,275,280,172
442,62,64,63,71,76,71,53,62,64,63,71,76,71,53
443,64,64,64,64,64,64,64,64,64,64,64,64,64,64
444,73,68,76,69,75,73,75,73,68,76,69,75,73,75
445,62,72,73,79,89,76,61,62,72,73,79,89,76,61
446,34,36,41,41,48,43,39,34,36,41,41,48,43,39
447,160,174,161,168,71,58,160,160,174,161,168,71,58,160
448,159,167,162,159,86,71,173,159,167,162,159,86,71,173
449,41,37,34,42,46,61,37,41,37,34,42,46,61,37
450,57,57,57,57,57,58,57,57,57,57,57,57,58,57
451,57,57,57,68,87,87,59,57,57,57,68,87,87,59
452,241,241,241,241,241,241,241,241,241,241,241,241,241,241
453,51,52,49,47,49,49,45,51,52,49,47,49,49,45
454,59,55,56,55,52,54,52,59,55,56,55,52,54,52
455,120,121,122,140,150,152,119,120,121,122,140,150,152,119
456,49,52,53,78,77,45,53,49,52,53,78,77,45,53
457,47,42,43,55,70,70,44,47,42,43,55,70,70,44
458,84,92,102,127,127,125,86,84,92,102,127,127,125,86
459,24,22,35,63,92,62,23,24,22,35,63,92,62,23
460,217,209,205,214,106,67,201,217,209,205,214,106,67,201
461,50,50,50,50,50,50,50,50,50,50,50,50,50,50
462,80,83,80,110,132,99,76,80,83,80,110,132,99,76
463,82,89,84,87,98,106,90,82,89,84,87,98,106,90
464,52,57,55,92,129,94,54,52,57,55,92,129,94,54
465,341,321,348,402,635,641,349,341,321,348,402,635,641,349
466,63,63,67,80,123,108,64,63,63,67,80,123,108,64
